ID,Media,Latitude,Longitude,COMMUNE,Site_web,Support historique,logo,Annee_creation,Aire_couverture,EPCI_couverts,Thematique_principale,Groupe
182,L'Echo du Thelle,49.236494,2.134859,Méru,https://www.lechoduthelle.fr,Presse,,,,,Informations générales,Sogemédia
183,L'écho Républicain,48.322356,0.82201,Nogent-le-Rotrou,https://www.lechorepublicain.fr,Presse,,1922,,,Informations générales,Groupe La Montagne Centre-France
184,L'écho Républicain,48.443071,1.489404,Chartres,https://www.lechorepublicain.fr,Presse,,1922,,,Informations générales,Groupe La Montagne Centre-France
185,L'écho Républicain,48.070776,1.32838,Châteaudun,https://www.lechorepublicain.fr,Presse,,1922,,,Informations générales,Groupe La Montagne Centre-France
186,L'écho Républicain,48.735623,1.367713,Dreux,https://www.lechorepublicain.fr,Presse,,1922,,,Informations générales,Groupe La Montagne Centre-France
188,L'éclair,43.29932,-0.366725,Pau,https://www.larepubliquedespyrenees.fr,Presse,,,,,Informations générales,Groupe Sud-Ouest
190,L'Éclaireur de Châteaubriant,47.719488,-1.375592,Châteaubriant,https://actu.fr/l-eclaireur-de-chateaubriant/,Presse,,,,,Informations générales,SIPA Ouest-France
191,L'éclaireur-La dépêche,49.483103,1.725062,Gournay-en-Bray,https://actu.fr/l-eclaireur-la-depeche,Presse,,,,,Informations générales,SIPA Ouest-France
192,L'Essor Affiches Loire,45.438103,4.393634,Saint-Étienne,https://www.lessor42.fr/,Presse,,,,,Informations générales,
193,L'Essor Isère,45.523319,4.874441,Vienne,https://www.lessor38.fr/,Presse,,,,,Informations générales,
195,L'Essor Sarladais,44.884184,1.217696,Sarlat-la-Canéda,https://www.essorsarladais.com,Presse,,,,,Informations générales,
196,L'Essor Savoyard,45.902633,6.127514,Annecy,https://www.lessorsavoyard.fr/,Presse,,1945,"Annecy, et Chambéry-Aix",,Informations générales,Groupe La Voix (Filiale du Groupe Rossel)
197,L'Est Eclair,48.291008,4.070715,Troyes,https://www.lest-eclair.fr/,Presse,,1945,Aube,,Informations générales,Groupe Rossel
198,L'Est Eclair,48.518997,3.726604,Romilly-sur-Seine,https://www.lest-eclair.fr/,Presse,,1945,Aube,,Informations générales,Groupe Rossel
199,L'Est Eclair,48.114507,4.376489,Bar-sur-Seine,https://www.lest-eclair.fr/,Presse,,1945,Aube,,Informations générales,Groupe Rossel
200,L'Est Républicain,47.620001,6.153413,Vesoul,https://www.estrepublicain.fr/,Presse,https://cdn-files.prsmedia.fr/files/LER/min/spec/images/v1/logo.jpg,1889,https://commons.wikimedia.org/wiki/File:Carte_quotidiens_groupe_EBRA.svg?uselang=fr,,Informations générales,Ebra - Crédit Mutuel
201,L'Est Républicain,47.637037,6.856537,Belfort,https://www.estrepublicain.fr/,Presse,https://cdn-files.prsmedia.fr/files/LER/min/spec/images/v1/logo.jpg,1889,https://commons.wikimedia.org/wiki/File:Carte_quotidiens_groupe_EBRA.svg?uselang=fr,,Informations générales,Ebra - Crédit Mutuel
202,L'Est Républicain,47.68331,6.49651,Lure,https://www.estrepublicain.fr/,Presse,https://cdn-files.prsmedia.fr/files/LER/min/spec/images/v1/logo.jpg,1889,https://commons.wikimedia.org/wiki/File:Carte_quotidiens_groupe_EBRA.svg?uselang=fr,,Informations générales,Ebra - Crédit Mutuel
203,L'Est Républicain,48.772919,5.159199,Bar-le-Duc,https://www.estrepublicain.fr/,Presse,https://cdn-files.prsmedia.fr/files/LER/min/spec/images/v1/logo.jpg,1889,https://commons.wikimedia.org/wiki/File:Carte_quotidiens_groupe_EBRA.svg?uselang=fr,,Informations générales,Ebra - Crédit Mutuel
204,L'Est Républicain,48.287203,6.949405,Saint-Dié-des-Vosges,https://www.estrepublicain.fr/,Presse,https://cdn-files.prsmedia.fr/files/LER/min/spec/images/v1/logo.jpg,1889,https://commons.wikimedia.org/wiki/File:Carte_quotidiens_groupe_EBRA.svg?uselang=fr,,Informations générales,Ebra - Crédit Mutuel
205,L'Est Républicain,48.692197,6.179933,Nancy,https://www.estrepublicain.fr/,Presse,https://cdn-files.prsmedia.fr/files/LER/min/spec/images/v1/logo.jpg,1889,https://commons.wikimedia.org/wiki/File:Carte_quotidiens_groupe_EBRA.svg?uselang=fr,,Informations générales,Ebra - Crédit Mutuel
206,L'Est Républicain,48.679028,5.881364,Toul,https://www.estrepublicain.fr/,Presse,https://cdn-files.prsmedia.fr/files/LER/min/spec/images/v1/logo.jpg,1889,https://commons.wikimedia.org/wiki/File:Carte_quotidiens_groupe_EBRA.svg?uselang=fr,,Informations générales,Ebra - Crédit Mutuel
207,L'Est Républicain,48.902351,6.055355,Pont-à-Mousson,https://www.estrepublicain.fr/,Presse,https://cdn-files.prsmedia.fr/files/LER/min/spec/images/v1/logo.jpg,1889,https://commons.wikimedia.org/wiki/File:Carte_quotidiens_groupe_EBRA.svg?uselang=fr,,Informations générales,Ebra - Crédit Mutuel
208,L'Est Républicain,47.509873,6.799512,Montbéliard,https://www.estrepublicain.fr/,Presse,https://cdn-files.prsmedia.fr/files/LER/min/spec/images/v1/logo.jpg,1889,https://commons.wikimedia.org/wiki/File:Carte_quotidiens_groupe_EBRA.svg?uselang=fr,,Informations générales,Ebra - Crédit Mutuel
209,L'Est Républicain,46.903628,6.355069,Pontarlier,https://www.estrepublicain.fr/,Presse,https://cdn-files.prsmedia.fr/files/LER/min/spec/images/v1/logo.jpg,1889,https://commons.wikimedia.org/wiki/File:Carte_quotidiens_groupe_EBRA.svg?uselang=fr,,Informations générales,Ebra - Crédit Mutuel
210,L'Est Républicain,47.237434,6.024569,Besançon,https://www.estrepublicain.fr/,Presse,https://cdn-files.prsmedia.fr/files/LER/min/spec/images/v1/logo.jpg,1889,https://commons.wikimedia.org/wiki/File:Carte_quotidiens_groupe_EBRA.svg?uselang=fr,,Informations générales,Ebra - Crédit Mutuel
211,L'Est Républicain,49.16157,5.384505,Verdun,https://www.estrepublicain.fr/,Presse,https://cdn-files.prsmedia.fr/files/LER/min/spec/images/v1/logo.jpg,1889,https://commons.wikimedia.org/wiki/File:Carte_quotidiens_groupe_EBRA.svg?uselang=fr,,Informations générales,Ebra - Crédit Mutuel
212,L'Est Républicain,48.589839,6.496034,Lunéville,https://www.estrepublicain.fr/,Presse,https://cdn-files.prsmedia.fr/files/LER/min/spec/images/v1/logo.jpg,1889,https://commons.wikimedia.org/wiki/File:Carte_quotidiens_groupe_EBRA.svg?uselang=fr,,Informations générales,Ebra - Crédit Mutuel
213,L'Est-Éclair / Libération Champagne,48.291008,4.070715,Troyes,https://www.lest-eclair.fr/,Presse,,1944,,,Informations générales,Groupe La Voix (Filiale du Groupe Rossel)
214,L'éveil de la Haute Loire,45.291478,4.171888,Monistrol-sur-Loire,https://www.leveil.fr/accueil.html,Presse,,1944,,,Informations générales,Groupe La Montagne Centre-France
215,L'Eveil de Lisieux,49.143752,0.225233,Lisieux,https://www.actu.fr/l-eveil-de-lisieux/,Presse,,,,,Informations générales,SIPA Ouest-France
216,L'Eveil de Pont Audemer,49.355043,0.513342,Pont-Audemer,https://www.actu.fr/l-eveil-de-pont-audemer/,Presse,,,,,Informations générales,SIPA Ouest-France
217,L'Eveil Hebdo,45.040553,3.886237,Le Puy-en-Velay,https://www.leveil.fr,Presse,,,,,Informations générales,
218,L'Eveil Normand,49.090126,0.596767,Bernay,https://www.actu.fr/l-eveil-normand/,Presse,,,,,Informations générales,SIPA Ouest-France
219,L'Hebdo,44.373034,2.548879,Rodez,https://www.l-hebdo.com,Presse,,,,,Informations générales,
220,L'Hebdo de Charente Maritime,46.106553,-0.750646,Surgères,https://www.lhebdo17.fr,Presse,,,,,Informations générales,
221,L'Hebdo de l'Ardèche – Terre Vivaroise,44.937822,4.897286,Valence,https://www.hebdo-ardeche.fr,Presse,,,,,Informations générales,Sogemedia / La Manche Libre
222,L'Hebdo de Sèvre et Maine,47.087219,-1.28596,Clisson,https://www.actu.fr/l-hebdo-de-sevre-et-maine/,Presse,,,,,Informations générales,SIPA Ouest-France
223,L'Hebdo du Finistère,48.401818,-4.458968,Brest,https://www.actu.fr/le-courrier-le-progres/,Presse,,,,,Informations générales,SIPA Ouest-France
224,L'Hebdomadaire d'Armor,48.189421,-2.400233,Merdrignac,https://www.hebdo-armor.com/,Presse,,,,,Informations générales,
225,L'Impartial,49.245596,1.42048,Les Andelys,https://www.actu.fr/l-impartial/,Presse,,,,,Informations générales,SIPA Ouest-France
226,L'Impartial de la Drôme,45.045587,5.050715,Romans-sur-Isère,https://www.limpartial.fr,Presse,,,,,Informations générales,
227,L'Indépendant,43.021675,3.045019,Port-la-Nouvelle,https://www.lindependant.fr,Presse,https://www.lindependant.fr/img/logos/logo.png,1846,Pyrénnées orientales + Aude,,Informations générales,Groupe La Dépêche du Midi
228,L'Indépendant,43.183238,3.004952,Narbonne,https://www.lindependant.fr,Presse,https://www.lindependant.fr/img/logos/logo.png,1846,Pyrénnées orientales + Aude,,Informations générales,Groupe La Dépêche du Midi
229,L'Indépendant,42.875136,2.185122,Quillan,https://www.lindependant.fr,Presse,https://www.lindependant.fr/img/logos/logo.png,1846,Pyrénnées orientales + Aude,,Informations générales,Groupe La Dépêche du Midi
230,L'Indépendant,43.053474,2.217339,Limoux,https://www.lindependant.fr,Presse,https://www.lindependant.fr/img/logos/logo.png,1846,Pyrénnées orientales + Aude,,Informations générales,Groupe La Dépêche du Midi
231,L'Indépendant,42.696535,2.888089,Perpignan,https://www.lindependant.fr,Presse,https://www.lindependant.fr/img/logos/logo.png,1846,Pyrénnées orientales + Aude,,Informations générales,Groupe La Dépêche du Midi
232,L'Indépendant,43.211917,2.355002,Carcassonne,https://www.lindependant.fr,Presse,https://www.lindependant.fr/img/logos/logo.png,1846,Pyrénnées orientales + Aude,,Informations générales,Groupe La Dépêche du Midi
233,L'Indépendant,43.317748,1.953375,Castelnaudary,https://www.lindependant.fr,Presse,https://www.lindependant.fr/img/logos/logo.png,1846,Pyrénnées orientales + Aude,,Informations générales,Groupe La Dépêche du Midi
234,L'Indépendant,43.200662,2.758561,Lézignan-Corbières,https://www.lindependant.fr,Presse,https://www.lindependant.fr/img/logos/logo.png,1846,Pyrénnées orientales + Aude,,Informations générales,Groupe La Dépêche du Midi
235,L'Indépendant,42.545627,3.022517,Argelès-sur-Mer,https://www.lindependant.fr,Presse,https://www.lindependant.fr/img/logos/logo.png,1846,Pyrénnées orientales + Aude,,Informations générales,Groupe La Dépêche du Midi
236,L'Indépendant,42.485689,2.748587,Céret,https://www.lindependant.fr,Presse,https://www.lindependant.fr/img/logos/logo.png,1846,Pyrénnées orientales + Aude,,Informations générales,Groupe La Dépêche du Midi
237,L'Indépendant,42.61755,2.42345,Prades,https://www.lindependant.fr,Presse,https://www.lindependant.fr/img/logos/logo.png,1846,Pyrénnées orientales + Aude,,Informations générales,Groupe La Dépêche du Midi
238,L'Indicateur des Flandres,50.717778,2.544548,Hazebrouck,https://www.lindicateurdesflandres.fr,Presse,,1833,,,Informations générales,Groupe La Voix (Filiale du Groupe Rossel)
239,L'Informateur Corse Nouvelle,42.697217,9.452417,Bastia,https://www.corse-information.info,Presse,,,,,Informations générales,
240,L'informateur d'Eu - L’Éclaireur de Gamaches,50.047132,1.417774,Eu,https://actu.fr/l-informateur-d-eu/,Presse,,,,,Informations générales,SIPA Ouest-France
241,L'Observateur de Beauvais,49.427995,2.08377,Beauvais,https://www.lobservateurdebeauvais.fr,Presse,,,,,Informations générales,Sogemédia
242,L'Observateur de l'Avesnois,50.118582,3.928523,Avesnelles,https://www.lobservateur.fr/avesnois,Presse,,,,,Informations générales,Sogemédia
243,L'Observateur du Cambrésis,50.177389,3.235005,Cambrai,https://www.lobservateur.fr/cambresis,Presse,,,,,Informations générales,Sogemédia
244,L'Observateur du Cambrésis,50.369251,3.080307,Douai,https://www.lobservateur.fr/douaisis,Presse,,,,,Informations générales,Sogemédia
245,L'Observateur du Valenciennois,50.360208,3.517651,Valenciennes,https://www.lobservateur.fr/valenciennois,Presse,,,,,Informations générales,Sogemédia
246,L'Oise Agricole,49.458562,2.067032,Beauvais,https://www.oise-agricole.com,Presse,,,,,Agriculture,Groupe Réussir
247,L'Opinion Indépendante,48.646767,-2.026003,Saint-Malo,https://www.lopinion.com,Presse,,,,,Informations générales,
248,L'Orne Combattante,48.751046,-0.571676,Flers,https://www.actu.fr/l-orne-combattante/,Presse,,,,,Informations générales,SIPA Ouest-France
249,L'Union,49.04094,3.955531,Épernay,https://www.lunion.fr/,Presse,https://remeng.rosselcdn.net/sites/default/files/mediastore/1558707069_logo-union_1.jpg,1945,"L'Aisne, La Marne, Les Ardennes",,Informations générales,Groupe La Voix (Filiale du Groupe Rossel)
250,L'Union,49.768753,4.719198,Charleville-Mézières,https://www.lunion.fr/,Presse,https://remeng.rosselcdn.net/sites/default/files/mediastore/1558707069_logo-union_1.jpg,1945,"L'Aisne, La Marne, Les Ardennes",,Informations générales,Groupe La Voix (Filiale du Groupe Rossel)
251,L'Union,49.274957,4.002497,Reims,https://www.lunion.fr/,Presse,https://remeng.rosselcdn.net/sites/default/files/mediastore/1558707069_logo-union_1.jpg,1945,"L'Aisne, La Marne, Les Ardennes",,Informations générales,Groupe La Voix (Filiale du Groupe Rossel)
252,L'Union,49.568352,3.62268,Laon,https://www.lunion.fr/,Presse,https://remeng.rosselcdn.net/sites/default/files/mediastore/1558707069_logo-union_1.jpg,1945,"L'Aisne, La Marne, Les Ardennes",,Informations générales,Groupe La Voix (Filiale du Groupe Rossel)
253,l'Union Agricole,49.475190,1.114408,Bois-Guillaume,https://www.union-agricole.fr,Presse,,,Seine-Maritime,,Agriculture,Groupe Réussir
254,L'Union Paysanne,45.276529,1.790504,Tulle,https://www.union-paysanne.com,Presse,,,,,Agriculture,Groupe Réussir
255,L'Yonne Républicaine,47.981563,3.396869,Joigny,https://www.lyonne.fr/accueil.html,Presse,https://www.lyonne.fr/static/bloc/ripolinage/logos/logo-YR.svg,1944,,,Informations générales,Groupe La Montagne Centre-France
256,L'Yonne Républicaine,48.195363,3.283411,Sens,https://www.lyonne.fr/accueil.html,Presse,https://www.lyonne.fr/static/bloc/ripolinage/logos/logo-YR.svg,1944,,,Informations générales,Groupe La Montagne Centre-France
257,L'Yonne Républicaine,47.734904,3.296417,Toucy,https://www.lyonne.fr/accueil.html,Presse,https://www.lyonne.fr/static/bloc/ripolinage/logos/logo-YR.svg,1944,,,Informations générales,Groupe La Montagne Centre-France
258,L'Yonne Républicaine,47.490137,3.907929,Avallon,https://www.lyonne.fr/accueil.html,Presse,https://www.lyonne.fr/static/bloc/ripolinage/logos/logo-YR.svg,1944,,,Informations générales,Groupe La Montagne Centre-France
259,L’Abeille de la Ternoise,50.371352,2.330767,Saint-Pol-sur-Ternoise,https://www.labeilledelaternoise.fr,Presse,,,,,Informations générales,
260,L’Agriculture Drômoise,44.957515,4.901161,Bourg-lès-Valence,https://www.agriculture-dromoise.fr/,Presse,,,,,Agriculture,La Baume Media
261,L’Ain Agricole,46.207181,5.229488,Bourg-en-Bresse,https://www.lainagricole.fr/,Presse,,,,,Agriculture,La Baume Media
262,L’Ami du Peuple Hebdo,48.584736,7.745727,Strasbourg,https://www.ami-hebdo.com,Presse,,,,,Informations générales,
263,L’Avenir Agricole de l’Ardèche,44.733976,4.598641,Privas,https://www.avenir-agricole-ardeche.fr/,Presse,,,,,Agriculture,La Baume Media
264,L’Avenir de l’Artois,50.530363,2.637961,Béthune,https://www.lavenirdelartois.fr,Presse,,1919,,,Informations générales,Groupe La Voix (Filiale du Groupe Rossel)
265,L’Echo Charitois,47.176182,3.018485,La Charité-sur-Loire,-,Presse,,1956 (Adminiz),,,Informations générales,Groupe La Montagne Centre-France
266,L’Echo de la Lys,50.638801,2.397286,Aire-sur-la-Lys,https://www.lechodelalys.fr,Presse,,1837,,,Informations générales,Groupe La Voix (Filiale du Groupe Rossel)
268,L’Echo Sarthois,48.185316,0.655578,La Ferté-Bernard,https://actu.fr/l-echo-sarthois/,Presse,,,,,Informations générales,SIPA Ouest-France
270,L’Eclaireur du Vimeu,50.047132,1.417774,Eu,https://www.actu.fr/l-informateur-d-eu/,Presse,,,,,Informations générales,SIPA Ouest-France
271,L’Essor Savoyard,45.883308,6.093878,Annecy,https://www.lessorsavoyard.fr,Presse,,,,,Informations générales,
272,L’Exploitant Agricole de Saône-et-Loire,46.314523,4.837652,Mâcon,https://agri71.fr/,Presse,,,,,Agriculture,La Baume Media
273,L’Indépendant du Pas de Calais,50.743068,2.249732,Longuenesse,https://www.lindependant.net,Presse,,,,,Informations générales,
274,L’Informateur,50.047132,1.417774,Eu,https://www.actu.fr/l-informateur-d-eu/,Presse,,,,,Informations générales,SIPA Ouest-France
275,L’Information Agricole du Rhône,45.817029,4.721227,La Tour-de-Salvagny,https://rhone.presse-agricole.net/,Presse,,,,,Agriculture,La Baume Media
276,L’Observateur de l’Arrageois,50.292122,2.771673,Arras,https://www.lobservateur.fr/category/arrageois,Presse,,,,,Informations générales,Sogemédia
277,L’Orne Hebdo,48.432092,0.088514,Alençon,https://www.actu.fr/orne-hebdo/,Presse,,,Orne,,Informations générales,SIPA Ouest-France
278,L’union du Cantal,44.925878,2.443872,Aurillac,https://www.lunion-cantal.com,Presse,,,,,Agriculture,Groupe Réussir
279,L’Union Paysanne,45.759115,3.137232,Aubière,https://pamac.fr/L-Union-Paysanne,Presse,,,,,Agriculture,Groupe Réussir
280,La Brique,50.623737,3.067854,Lille,https://labrique.net,Presse,,,,,,
281,La Champagne viticole,49.042641,3.962899,Épernay,https://www.lachampagneviticole.fr,Presse,,,,,Agriculture,
282,La Charente Libre,45.648287,0.161188,Angoulême,https://www.charentelibre.fr/,Presse,,,,,Informations générales,Groupe Sud-Ouest
283,La Charente Libre,45.692311,-0.324086,Cognac,https://www.charentelibre.fr/,Presse,,,,,Informations générales,Groupe Sud-Ouest
284,La Chronique Républicaine,48.348515,-1.203065,Fougères,https://www.actu.fr/la-chronique-republicaine/,Presse,,,,,Informations générales,SIPA Ouest-France
285,La Concorde,46.265799,-0.006937,Lezay,https://www.laconcorde-hebdo.fr,Presse,,1904,Deux-Sèvres,,Informations générales,Groupe Public Média
286,La Creuse Agricole,46.16917,1.871041,Guéret,https://www.creuse-agricole.com,Presse,,,,,Agriculture,Groupe Réussir
287,La Dépêche,49.021743,1.151374,Évreux,https://www.actu.fr/la-depeche-evreux/,Presse,,,,,Informations générales,SIPA Ouest-France
288,La Dépêche du Bassin,44.639222,-1.061556,Gujan-Mestras,https://www.ladepechedubassin.fr/,Presse,,,,,Informations générales,Groupe Sud-Ouest
289,La Dépêche du Midi,43.584559,1.394773,Toulouse,https://www.ladepeche.fr/,Presse,https://www.ladepeche.fr/img/logos/logo.png,1957,,,Informations générales,Groupe La Dépêche du Midi
290,La Dépêche du Midi,42.962152,1.608363,Foix,https://www.ladepeche.fr/,Presse,https://www.ladepeche.fr/img/logos/logo.png,1957,,,Informations générales,Groupe La Dépêche du Midi
291,La Dépêche du Midi,43.212944,2.35235,Carcassonne,https://www.ladepeche.fr/,Presse,https://www.ladepeche.fr/img/logos/logo.png,1957,,,Informations générales,Groupe La Dépêche du Midi
292,La Dépêche du Midi,43.232624,0.073503,Tarbes,https://www.ladepeche.fr/,Presse,https://www.ladepeche.fr/img/logos/logo.png,1957,,,Informations générales,Groupe La Dépêche du Midi
